cycle,base,info,structural,incentives,combined,gain
366,7.071754459,20.96640398,9.39444214,13.39693073,54.99792617,25.38365824
367,7.15470759,20.98714226,9.477395272,13.14807134,53.23517213,23.93197844
368,7.29987557,20.67606802,9.456656989,12.87847366,52.67523849,24.26379096
369,7.133969307,20.71754459,9.498133555,13.06511821,52.53007051,23.51721277
370,7.113231024,20.71754459,9.643301535,12.96142679,52.09456657,22.9987557
371,7.051016176,20.73828287,9.581086686,12.79552053,51.97013687,22.95727914
372,6.988801327,20.55163832,9.601824969,13.00290336,51.67980091,22.50103692
373,7.465781833,20.53090004,9.415180423,13.12733306,51.49315637,23.35130651
374,7.051016176,20.6968063,9.581086686,12.79552053,51.7005392,22.72915804
375,7.279137287,20.821236,9.477395272,12.81625881,51.09912899,22.54251348
376,7.29987557,20.73828287,9.53961012,12.73330568,51.28577354,22.87432601
377,7.382828702,20.80049772,9.560348403,12.62961427,51.14060556,22.91580257
378,7.133969307,20.46868519,9.601824969,12.54666114,51.14060556,22.79137288
379,6.86437163,20.51016176,9.39444214,12.91995023,51.49315637,22.3973455
380,7.175445873,20.46868519,9.498133555,12.69182912,50.93322273,22.62546661
381,7.092492742,20.42720863,9.53961012,12.77478225,50.87100788,22.31439236
382,7.196184156,20.26130236,9.311489009,12.65035255,50.87100788,23.04023227
383,6.885109913,20.40647034,9.498133555,12.7125674,51.14060556,22.29365409
384,6.822895064,20.40647034,9.53961012,12.62961427,50.66362505,21.73372045
385,7.44504355,20.19908752,9.664039818,12.75404397,50.41476566,22.68768145
386,7.279137287,20.13687267,9.415180423,12.5881377,50.97469929,23.39278307
387,7.15470759,20.6968063,9.518871837,12.81625881,50.6014102,21.87888843
388,7.00953961,20.63459146,9.705516383,12.79552053,50.58067192,21.46412277
389,7.15470759,20.2198258,9.373703857,12.56739942,50.29033596,22.43882206
390,7.382828702,20.24056408,9.290750726,12.62961427,50.43550394,23.04023227
391,7.279137287,20.11613438,9.352965574,12.91995023,50.02073828,22.18996267
392,7.113231024,20.44794691,9.290750726,12.65035255,49.83409374,21.6715056
393,7.133969307,20.36499378,9.456656989,12.75404397,50.14516798,21.83741186
394,7.092492742,20.11613438,9.39444214,12.75404397,50.22812111,22.1484861
395,7.279137287,20.40647034,9.311489009,12.62961427,49.77187889,21.98257985
396,7.175445873,20.30277893,9.435918706,12.38075487,50.02073828,22.25217752
397,7.279137287,20.42720863,9.435918706,12.65035255,49.75114061,21.7959353
398,7.237660722,20.40647034,9.207797594,12.21484861,49.70966404,22.35586894
399,7.382828702,20.44794691,9.415180423,12.40149316,50.14516798,22.64620489
400,7.29987557,20.15761095,9.373703857,12.48444629,49.54375778,22.12774782
401,7.196184156,20.2198258,9.332227292,12.65035255,49.91704687,22.10700954
402,7.29987557,19.84653671,9.435918706,12.54666114,49.89630859,22.66694317
403,7.196184156,20.24056408,9.415180423,12.463708,49.89630859,22.1692244
404,7.29987557,19.92948984,9.39444214,12.73330568,49.75114061,22.29365409
405,7.279137287,20.13687267,9.477395272,12.5881377,49.64744919,22.00331812
406,7.258399005,19.9709664,9.228535877,12.52592285,49.21194525,22.00331813
407,7.092492742,19.92948984,9.24927416,12.40149316,49.70966404,22.31439236
408,7.279137287,20.36499378,9.290750726,12.15263376,49.56449606,22.31439237
409,6.885109913,20.2198258,9.270012443,12.06968063,49.3985898,21.60929075
410,7.113231024,19.82579842,9.145582746,12.31854002,49.35711323,22.29365409
411,6.988801327,20.55163832,9.270012443,12.38075487,49.97926172,21.75445874
412,7.258399005,20.44794691,9.415180423,12.44296972,48.98382414,21.1945251
413,7.051016176,20.13687267,9.228535877,12.52592285,49.00456242,21.21526338
414,7.113231024,19.92948984,9.24927416,12.50518457,48.92160929,21.46412277
415,7.29987557,20.0953961,9.270012443,12.40149316,49.33637495,22.16922439
416,7.403566985,20.28204065,9.24927416,12.40149316,49.46080465,22.33513065
417,7.279137287,20.0953961,9.415180423,12.00746578,49.04603899,22.08627126
418,7.216922439,20.15761095,9.311489009,12.48444629,49.31563667,21.7959353
419,7.29987557,20.0953961,9.187059311,12.06968063,49.12899212,22.37660722
420,7.113231024,20.2198258,9.352965574,12.40149316,48.69348818,20.94566569
421,7.216922439,20.05391954,9.062629614,12.65035255,49.19120697,21.85815014
422,7.175445873,19.80506014,9.145582746,12.56739942,48.71422646,21.5470759
423,7.15470759,19.6184156,9.456656989,12.29780174,49.48154293,22.41808378
424,7.216922439,20.24056408,9.24927416,12.23558689,49.17046869,21.87888844
425,7.196184156,19.9709664,9.456656989,12.40149316,48.88013273,21.44338449
426,7.29987557,20.15761095,9.228535877,12.38075487,48.85939444,21.69224388
427,7.237660722,20.0953961,9.373703857,12.13189548,48.63127333,21.50559934
428,7.258399005,20.28204065,9.207797594,12.50518457,49.04603899,21.56781419
429,7.279137287,20.05391954,9.187059311,12.27706346,48.92160929,21.96184155
430,7.175445873,20.3442555,9.228535877,12.50518457,48.73496474,21.00788054
431,7.216922439,19.99170469,9.352965574,12.36001659,48.69348818,21.4226462
432,7.00953961,19.95022812,9.415180423,12.50518457,49.17046869,21.3189548
433,7.196184156,19.80506014,9.187059311,12.31854002,48.36167565,21.44338449
434,7.15470759,19.95022812,9.041891331,12.44296972,48.34093737,21.21526338
435,7.29987557,19.82579842,9.228535877,12.50518457,48.36167565,21.40190792
436,7.196184156,20.03318125,9.083367897,12.44296972,48.56905848,21.40190793
437,7.15470759,19.80506014,9.083367897,12.06968063,48.00912484,21.36043135
438,6.947324762,20.13687267,9.000414766,12.04894235,48.50684363,21.21526337
439,7.051016176,19.88801327,9.373703857,12.15263376,47.8224803,20.51016177
440,7.092492742,20.05391954,9.270012443,12.27706346,47.90543343,20.48942347
441,7.320613853,19.86727499,9.228535877,12.25632518,48.71422646,22.00331812
442,7.320613853,20.17834923,9.041891331,12.44296972,48.11281626,21.09083369
443,7.030277893,19.63915388,9.435918706,12.1111572,48.13355454,21.00788054
444,7.113231024,20.03318125,9.24927416,12.29780174,47.53214434,20.17834924
445,6.947324762,19.80506014,9.000414766,12.31854002,47.55288262,20.32351722
446,7.133969307,19.72210701,9.145582746,12.1111572,48.13355454,21.4226462
447,6.947324762,20.03318125,9.311489009,12.31854002,47.61509747,19.84653672
448,6.968063044,20.13687267,9.311489009,12.15263376,48.21650767,20.55163832
449,7.279137287,19.88801327,9.373703857,12.42223144,48.00912484,20.88345085
450,7.133969307,19.72210701,9.498133555,12.1111572,47.78100373,20.71754458
451,6.968063044,19.84653671,9.062629614,12.06968063,48.17503111,21.13231024
452,7.092492742,19.84653671,9.270012443,12.29780174,47.32476151,20.0953961
453,7.113231024,19.9709664,9.062629614,12.23558689,47.96764828,20.92492742
454,7.258399005,20.03318125,9.021153049,11.9867275,47.44919121,20.92492742
455,7.00953961,19.84653671,9.24927416,12.13189548,47.90543343,20.6968063
456,7.00953961,19.74284529,9.041891331,12.19411033,47.32476151,20.36499378
457,7.196184156,20.05391954,9.166321029,11.96598922,47.38697636,20.59311488
458,7.030277893,19.72210701,9.373703857,12.19411033,47.20033181,19.9709664
459,7.030277893,19.76358358,9.10410618,11.90377437,47.73952717,21.02861883
460,7.00953961,19.6184156,9.10410618,11.80008295,47.78100373,21.27747822
461,7.051016176,20.01244297,9.10410618,12.04894235,47.88469515,20.821236
462,7.15470759,19.55620075,9.24927416,11.96598922,47.44919121,20.98714226
463,7.092492742,20.05391954,9.270012443,12.27706346,47.34549979,19.92948983
464,7.00953961,19.68063044,9.207797594,12.19411033,47.46992949,20.40647035
465,7.258399005,19.72210701,9.24927416,11.82082124,47.34549979,21.07009539
466,7.113231024,20.01244297,9.083367897,12.27706346,47.32476151,20.17834923
467,7.133969307,19.68063044,9.10410618,12.04894235,47.01368727,20.44794691
468,7.196184156,19.82579842,9.207797594,12.23558689,47.26254666,20.38573207
469,7.216922439,19.34881792,8.855246786,11.8622978,47.44919121,21.81667358
470,7.216922439,19.68063044,8.938199917,11.94525093,47.15885525,21.02861884
471,7.051016176,19.55620075,9.041891331,12.42223144,47.78100373,20.86271256
472,7.175445873,20.03318125,8.9589382,11.88303608,47.65657404,21.13231026
473,7.196184156,19.78432186,8.896723351,12.19411033,46.66113646,20.17834923
474,7.15470759,19.57693903,9.228535877,11.82082124,47.42845292,21.11157195
475,6.988801327,19.68063044,9.000414766,12.09041891,46.82704272,20.03318126
476,6.988801327,19.68063044,9.145582746,12.25632518,46.93073414,19.82579843
477,7.133969307,19.72210701,9.10410618,12.38075487,46.82704272,19.88801327
478,7.29987557,19.84653671,8.896723351,12.40149316,46.88925757,20.34425549
479,7.133969307,19.88801327,9.041891331,11.92451265,46.47449191,19.88801327
480,7.113231024,19.70136873,9.041891331,12.40149316,47.30402323,20.38573206
481,7.175445873,19.53546246,8.938199917,12.33927831,46.90999585,20.44794691
482,7.15470759,19.80506014,9.10410618,12.40149316,47.40771464,20.40647034
483,7.133969307,20.15761095,8.9589382,12.23558689,47.13811696,20.05391953
484,7.15470759,19.88801327,9.145582746,11.9867275,47.2210701,20.51016176
485,7.15470759,19.78432186,8.9589382,12.09041891,46.72335131,20.19908752
486,7.15470759,19.70136873,8.896723351,12.17337204,46.95147242,20.48942348
487,7.051016176,19.57693903,8.855246786,12.15263376,47.28328494,20.80049772
488,7.030277893,19.51472418,8.9589382,11.92451265,46.847781,20.51016176
489,6.822895064,19.9709664,9.062629614,11.94525093,46.32932393,18.99626711
490,7.15470759,19.55620075,8.896723351,11.90377437,46.49523019,20.4479469
491,7.133969307,19.72210701,9.062629614,12.15263376,46.03898797,19.3695562
492,7.237660722,19.76358358,9.062629614,12.19411033,46.41227706,19.86727498
493,7.44504355,19.55620075,8.730817088,12.06968063,46.45375363,20.98714226
494,7.196184156,20.01244297,8.772293654,12.15263376,46.2463708,19.70136873
495,7.133969307,19.88801327,9.041891331,11.80008295,46.82704272,20.36499378
496,7.216922439,19.74284529,8.9589382,11.9867275,46.66113646,20.40647035
497,7.29987557,19.51472418,9.10410618,12.463708,46.49523019,20.01244297
498,7.15470759,19.74284529,9.145582746,12.04894235,47.07590212,20.44794691
499,7.279137287,19.45250933,9.124844463,12.25632518,46.28784737,20.01244297
500,7.258399005,19.72210701,9.332227292,12.00746578,46.22563252,19.68063045
501,7.00953961,19.43177105,9.166321029,12.13189548,46.26710908,19.55620074
502,6.968063044,19.57693903,9.124844463,12.09041891,45.97677312,19.12069681
503,6.656988801,19.70136873,9.228535877,12.1111572,45.99751141,18.27042721
504,7.113231024,19.39029448,9.145582746,12.13189548,46.18415595,19.74284529
505,7.15470759,19.32807964,9.021153049,12.09041891,46.3708005,20.24056408
506,6.968063044,19.76358358,8.917461634,12.00746578,46.08046454,19.32807963
507,7.29987557,19.26586479,9.021153049,12.21484861,46.10120282,20.19908751
508,7.341352136,19.53546246,8.938199917,12.17337204,46.22563252,20.26130238
509,7.133969307,19.51472418,8.875985068,12.17337204,45.66569888,19.36955621
510,7.175445873,19.72210701,9.083367897,12.04894235,46.26710908,19.76358357
511,7.320613853,19.45250933,8.730817088,11.8622978,45.70717545,20.30277894
512,7.133969307,19.59767731,8.979676483,12.04894235,46.68187474,20.32351721
513,7.279137287,19.34881792,8.585649108,12.04894235,46.49523019,21.07009539
514,7.237660722,19.68063044,8.979676483,12.06968063,46.28784737,20.03318126
515,7.051016176,19.09995852,8.9589382,12.25632518,45.70717545,19.4939859
516,7.216922439,19.34881792,8.81377022,11.90377437,46.53670676,20.90418913
517,7.113231024,19.4939859,8.896723351,12.42223144,46.88925757,20.30277893
518,7.175445873,19.57693903,8.938199917,12.1111572,45.5205309,19.2451265
519,6.988801327,19.3695562,9.021153049,12.31854002,45.89381999,19.16217338
520,7.175445873,19.4939859,8.979676483,12.19411033,46.32932393,20.01244296
521,7.071754459,19.51472418,9.062629614,11.96598922,46.20489423,19.80506013
522,7.15470759,19.41103277,8.979676483,11.8622978,46.16341767,20.2198258
523,7.133969307,19.74284529,8.875985068,12.1111572,45.81086686,19.34881792
524,7.092492742,19.63915388,8.938199917,11.75860639,46.03898797,19.88801327
525,7.341352136,19.28660307,8.896723351,12.09041891,46.78556616,21.1945251
526,7.092492742,19.43177105,9.124844463,12.15263376,45.72791373,19.20364994
527,7.113231024,19.3695562,8.834508503,12.09041891,45.76939029,19.70136873
528,6.947324762,19.45250933,9.041891331,12.04894235,46.30858565,19.65989216
529,7.071754459,19.55620075,8.66860224,12.27706346,45.97677312,19.61841559
530,7.133969307,19.45250933,8.772293654,12.00746578,46.30858565,20.3442555
531,7.071754459,19.43177105,8.979676483,12.13189548,46.05972625,19.65989216
532,6.968063044,19.14143509,8.834508503,12.27706346,45.99751141,19.68063045
533,6.760680216,19.80506014,8.730817088,12.23558689,45.83160514,18.58150145
534,7.133969307,19.3695562,8.81377022,12.06968063,45.54126918,19.55620074
535,7.051016176,19.2451265,8.855246786,12.31854002,45.49979262,19.18291167
536,7.175445873,19.41103277,8.896723351,11.92451265,45.37536292,19.4939859
537,7.030277893,19.55620075,9.10410618,11.94525093,45.83160514,19.28660307
538,7.15470759,19.51472418,8.710078805,12.1111572,45.91455827,19.88801327
539,7.29987557,19.55620075,8.979676483,12.04894235,45.56200747,19.57693903
540,7.15470759,19.09995852,8.917461634,12.15263376,45.83160514,19.97096641
541,7.071754459,19.16217337,8.710078805,11.80008295,45.62422231,20.0953961
542,7.051016176,19.34881792,8.772293654,11.71712982,45.45831605,19.72210701
543,7.196184156,19.63915388,8.855246786,11.71712982,45.10576524,19.28660307
544,6.988801327,19.65989216,8.834508503,12.00746578,44.89838241,18.37411862
545,7.030277893,19.55620075,8.834508503,12.13189548,45.27167151,18.80962256
546,7.071754459,19.22438822,8.834508503,11.80008295,45.3961012,19.68063045
547,7.051016176,19.3695562,8.834508503,12.15263376,45.06428868,18.80962257
548,7.15470759,19.59767731,8.917461634,12.00746578,45.27167151,19.05848197
549,7.071754459,19.22438822,9.062629614,12.04894235,46.01824969,19.82579842
550,6.905848196,19.20364994,8.979676483,11.80008295,45.31314807,19.14143509
551,7.030277893,19.28660307,8.606387391,12.04894235,45.74865201,19.86727499
552,7.196184156,19.18291165,8.9589382,12.06968063,45.5205309,19.70136873
553,7.051016176,19.4939859,9.10410618,11.9867275,45.68643716,19.20364993
554,6.905848196,19.2451265,8.81377022,12.06968063,45.31314807,18.99626711
555,7.092492742,19.45250933,8.979676483,12.17337204,45.37536292,18.95479055
556,7.092492742,19.2451265,8.875985068,12.00746578,45.47905433,19.53546247
557,7.030277893,19.09995852,8.772293654,12.06968063,45.31314807,19.43177105
558,6.905848196,19.39029448,8.834508503,11.90377437,45.45831605,19.14143509
559,7.113231024,19.20364994,8.627125674,12.21484861,45.60348403,19.78432185
560,7.092492742,19.41103277,8.896723351,12.13189548,45.62422231,19.36955619
561,6.988801327,19.34881792,8.730817088,11.96598922,45.58274575,19.51472418
562,7.196184156,19.28660307,8.9589382,12.29780174,45.72791373,19.57693903
563,7.196184156,19.05848196,8.875985068,12.09041891,45.25093322,19.61841559
564,6.947324762,19.20364994,8.855246786,11.88303608,45.37536292,19.32807964
565,7.15470759,19.14143509,8.627125674,11.92451265,45.20945666,19.82579843
566,7.216922439,19.34881792,8.917461634,11.94525093,45.06428868,19.28660307
567,6.968063044,19.43177105,8.793031937,11.92451265,45.10576524,18.89257569
568,7.00953961,19.3695562,8.730817088,11.7378681,44.89838241,19.07922024
569,7.424305268,19.03774367,8.855246786,11.55122356,45.14724181,20.55163833
570,7.051016176,19.22438822,8.627125674,11.82082124,44.87764413,19.30734135
571,7.00953961,19.20364994,8.896723351,11.84155952,45.00207383,19.07922024
572,7.113231024,19.18291165,8.627125674,11.8622978,44.794691,19.34881792
573,7.196184156,19.16217337,8.917461634,11.84155952,45.23019494,19.70136873
574,7.175445873,19.18291165,8.689340523,11.92451265,44.794691,19.34881792
575,6.947324762,19.14143509,8.502695977,11.9867275,45.27167151,19.53546247
576,7.092492742,19.22438822,8.627125674,12.23558689,44.87764413,18.97552883
577,7.030277893,18.91331398,8.647863957,12.00746578,44.6702613,19.16217337
578,6.926586479,19.12069681,8.730817088,12.09041891,45.25093322,19.16217337
579,6.781418499,18.85109913,8.9589382,11.75860639,45.12650353,19.12069681
580,6.968063044,19.01700539,9.041891331,11.94525093,44.48361676,18.4155952
581,7.196184156,19.18291165,8.979676483,11.88303608,44.98133555,19.32807965
582,6.968063044,19.28660307,8.751555371,12.04894235,44.85690585,18.70593115
583,6.885109913,18.87183741,8.606387391,12.13189548,45.02281211,19.18291166
584,6.926586479,19.16217337,8.834508503,12.09041891,44.93985898,18.70593116
585,7.051016176,19.20364994,8.896723351,11.59270012,44.6702613,19.07922024
586,6.988801327,18.97552883,8.896723351,11.84155952,44.96059726,19.22438821
587,6.905848196,18.99626711,8.9589382,11.75860639,44.85690585,18.95479054
588,6.968063044,19.12069681,8.772293654,12.00746578,44.77395272,18.80962256
589,6.988801327,19.34881792,8.772293654,11.77934467,44.62878474,18.70593115
590,7.175445873,19.20364994,8.979676483,11.7378681,44.50435504,18.93405226
591,6.988801327,19.09995852,8.896723351,11.80008295,44.08958938,18.27042721
592,6.947324762,19.41103277,8.647863957,11.71712982,44.21401908,18.33264206
593,7.030277893,18.97552883,8.585649108,12.1111572,44.21401908,18.60223973
594,6.968063044,19.09995852,8.627125674,11.67565326,44.56656989,19.09995852
595,7.071754459,19.05848196,8.440481128,11.84155952,44.73247615,19.53546246
596,7.15470759,18.95479054,8.66860224,11.59270012,44.62878474,19.72210702
597,7.051016176,18.768146,8.544172543,11.80008295,44.75321443,19.74284529
598,7.15470759,19.41103277,8.751555371,11.88303608,44.77395272,19.03774368
599,7.00953961,19.43177105,8.647863957,11.7378681,44.48361676,18.68519287
600,6.926586479,19.14143509,8.875985068,12.15263376,44.37992534,18.06304438
601,7.071754459,19.55620075,8.938199917,11.88303608,44.69099959,18.45707176
602,6.905848196,19.07922024,8.917461634,11.84155952,43.98589797,17.95935297
603,7.030277893,19.39029448,8.896723351,11.8622978,44.23475736,18.14599752
604,7.133969307,19.18291165,8.689340523,11.57196184,44.64952302,19.47324762
605,6.947324762,19.41103277,8.544172543,11.69639154,44.27623393,18.5192866
606,7.15470759,18.95479054,8.66860224,11.63417669,43.77851514,18.83036085
607,7.00953961,19.22438822,8.751555371,11.53048528,44.23475736,18.74740771
608,6.988801327,19.01700539,8.689340523,11.92451265,44.42140191,18.768146
609,6.698465367,18.85109913,8.730817088,11.8622978,44.56656989,18.51928661
610,7.030277893,19.2451265,8.772293654,11.55122356,44.73247615,19.22438822
611,7.030277893,18.91331398,9.021153049,12.02820406,44.23475736,18.33264206
612,6.947324762,18.95479054,8.606387391,11.71712982,44.04811282,18.66445459
613,6.905848196,19.32807964,9.000414766,12.23558689,44.27623393,17.52384903
614,6.947324762,19.16217337,8.627125674,11.75860639,44.15180423,18.49854832
615,7.071754459,18.89257569,8.896723351,11.82082124,43.73703857,18.27042721
616,7.15470759,18.87183741,8.81377022,11.80008295,44.13106595,18.95479055
617,7.00953961,18.97552883,8.834508503,11.94525093,44.0688511,18.33264206
618,7.175445873,19.05848196,8.875985068,11.84155952,44.21401908,18.78888428
619,7.279137287,19.18291165,8.855246786,11.90377437,44.17254251,18.78888428
620,7.113231024,18.93405226,8.647863957,11.34384073,44.25549564,19.55620074
621,7.15470759,19.01700539,8.896723351,11.88303608,43.90294484,18.4155952
622,7.071754459,18.74740771,8.834508503,11.55122356,44.93985898,19.95022813
623,6.905848196,19.22438822,9.041891331,11.84155952,44.1932808,17.89713812
624,6.905848196,19.03774367,9.041891331,11.92451265,43.96515968,17.77270842
625,7.216922439,19.05848196,8.751555371,11.69639154,44.00663625,18.93405226
626,7.071754459,18.80962256,8.730817088,11.82082124,43.96515968,18.74740771
627,6.926586479,18.97552883,8.647863957,11.8622978,44.02737453,18.3948569
628,7.030277893,19.22438822,8.564910825,11.96598922,44.25549564,18.56076316
629,6.885109913,18.95479054,8.751555371,11.75860639,43.90294484,18.20821237
630,6.843633347,19.03774367,8.37826628,12.02820406,44.23475736,18.47781004
631,6.656988801,19.20364994,8.461219411,11.67565326,44.75321443,18.72666942
632,6.781418499,18.60223973,8.647863957,12.13189548,44.25549564,18.43633347
633,6.926586479,19.20364994,8.875985068,11.71712982,44.33844878,18.39485691
634,6.968063044,19.34881792,8.81377022,11.75860639,44.33844878,18.35338034
635,6.926586479,19.28660307,8.834508503,11.8622978,44.31771049,18.18747408
636,6.86437163,19.2451265,8.689340523,11.75860639,44.56656989,18.60223974
637,6.988801327,18.70593115,8.793031937,11.48900871,43.77851514,18.768146
638,6.86437163,18.93405226,8.730817088,11.75860639,43.57113231,17.87639983
639,6.926586479,19.34881792,8.834508503,11.80008295,43.61260888,17.48237247
640,6.822895064,19.26586479,8.730817088,11.96598922,44.17254251,17.85566154
641,6.926586479,18.72666943,8.793031937,11.92451265,43.3430112,17.75197014
642,6.968063044,18.83036085,8.647863957,11.65491497,43.92368312,18.72666943
643,6.843633347,18.5192866,8.647863957,11.7378681,43.15636665,17.93861469
644,7.00953961,18.95479054,8.855246786,11.8622978,43.77851514,18.12525923
645,6.968063044,19.43177105,8.52343426,11.94525093,44.00663625,18.0423061
646,7.113231024,18.80962256,8.606387391,11.71712982,43.75777686,18.85109914
647,7.00953961,19.01700539,8.793031937,11.61343841,43.65408544,18.24968892
648,7.15470759,19.05848196,8.66860224,11.67565326,43.55039403,18.45707175
649,7.175445873,19.16217337,8.481957694,11.80008295,43.73703857,18.6437163
650,7.237660722,18.99626711,8.647863957,11.88303608,43.48817918,18.43633348
651,7.00953961,19.22438822,8.689340523,11.82082124,43.71630029,18.00082953
652,7.237660722,18.85109913,8.606387391,11.71712982,43.65408544,18.95479054
653,7.15470759,18.97552883,8.37826628,11.77934467,43.4674409,18.6437163
654,6.781418499,18.87183741,8.647863957,11.59270012,43.71630029,18.1667358
655,6.822895064,19.12069681,8.585649108,12.00746578,43.79925342,17.73123185
656,6.988801327,19.18291165,8.730817088,11.71712982,43.05267524,17.39941934
657,6.802156781,18.72666943,8.730817088,11.9867275,43.71630029,17.87639983
658,7.00953961,18.95479054,8.647863957,11.77934467,43.55039403,18.18747408
659,6.926586479,18.95479054,8.834508503,11.88303608,43.36374948,17.54458732
660,7.051016176,19.09995852,8.52343426,11.63417669,43.42596433,18.27042721
661,6.988801327,19.16217337,8.834508503,11.82082124,43.69556201,17.85566155
662,7.133969307,19.09995852,8.647863957,11.67565326,43.50891746,18.35338034
663,7.133969307,18.768146,8.875985068,11.90377437,43.79925342,18.5192866
664,7.051016176,19.20364994,8.772293654,11.59270012,43.84072999,18.37411863
665,6.802156781,19.07922024,8.689340523,11.82082124,43.9444214,17.95935296
666,6.822895064,19.16217337,8.585649108,11.96598922,43.71630029,17.64827872
667,6.926586479,19.20364994,8.855246786,11.48900871,43.67482372,17.98009124
668,6.988801327,19.2451265,8.710078805,11.55122356,43.48817918,17.95935297
669,6.988801327,18.99626711,8.751555371,11.77934467,43.75777686,18.20821236
670,7.133969307,18.768146,8.606387391,11.7378681,43.28079635,18.43633347
671,7.030277893,19.12069681,8.81377022,11.8622978,43.86146827,18.12525923
672,6.802156781,19.26586479,8.52343426,11.92451265,43.92368312,17.81418498
673,7.092492742,18.83036085,8.419742845,11.57196184,43.38448776,18.74740771
674,6.802156781,19.03774367,8.689340523,11.69639154,43.13562837,17.3164662
675,7.071754459,19.07922024,8.689340523,11.65491497,43.55039403,18.27042722
676,6.843633347,18.97552883,8.834508503,11.69639154,43.59187059,17.77270841
677,6.802156781,18.72666943,8.710078805,11.84155952,43.48817918,17.81418499
678,6.926586479,19.05848196,8.606387391,11.65491497,43.57113231,18.10452095
679,6.947324762,18.58150145,8.834508503,11.28162588,43.59187059,18.78888428
680,7.196184156,18.68519287,8.710078805,11.84155952,43.44670261,18.60223973
681,6.947324762,19.18291165,8.710078805,11.92451265,43.01119867,17.08834509
682,6.885109913,18.89257569,8.627125674,11.71712982,43.4674409,18.00082954
683,7.113231024,18.91331398,8.730817088,12.00746578,43.4674409,18.0423061
684,6.988801327,19.30734135,8.627125674,11.67565326,42.82455413,17.1920365
685,6.947324762,18.74740771,8.772293654,11.57196184,43.44670261,18.24968893
686,7.113231024,18.95479054,8.627125674,11.59270012,43.11489009,18.1667358
687,6.71920365,19.05848196,8.647863957,11.84155952,42.94898382,16.83948568
688,7.030277893,18.95479054,8.440481128,11.80008295,43.38448776,18.24968893
689,6.86437163,18.91331398,8.564910825,11.77934467,43.28079635,17.75197014
690,6.947324762,18.68519287,8.502695977,11.82082124,43.59187059,18.47781003
691,7.071754459,18.91331398,8.606387391,11.53048528,43.2185815,18.31190377
692,6.781418499,18.83036085,8.710078805,11.7378681,43.15636665,17.44089589
693,7.030277893,18.6437163,8.502695977,11.90377437,43.36374948,18.37411862
694,6.86437163,19.01700539,8.689340523,11.96598922,42.67938615,16.73579428
695,7.237660722,18.83036085,8.52343426,11.7378681,43.01119867,18.3948569
696,6.781418499,18.66445458,8.896723351,11.71712982,43.38448776,17.66901701
697,7.196184156,18.89257569,8.647863957,11.46827043,42.76233928,18.14599752
698,7.00953961,18.70593115,8.564910825,11.57196184,42.96972211,18.14599752
699,6.885109913,18.80962256,8.647863957,11.96598922,42.67938615,17.02613024
700,6.905848196,18.91331398,8.834508503,11.69639154,43.15636665,17.52384902
701,7.051016176,18.72666943,8.66860224,11.84155952,43.19784322,18.06304438
702,6.822895064,18.80962256,8.606387391,11.80008295,43.40522605,17.83492328
703,6.947324762,19.18291165,8.66860224,11.88303608,42.80381584,16.96391539
704,7.133969307,18.91331398,8.52343426,11.84155952,42.76233928,17.75197013
705,6.905848196,18.89257569,8.834508503,11.46827043,42.76233928,17.37868105
706,6.822895064,18.91331398,8.710078805,12.04894235,42.76233928,16.73579427
707,6.885109913,18.91331398,8.627125674,11.67565326,43.07341352,17.62754043
708,6.905848196,18.54002489,8.606387391,11.75860639,42.40978847,17.31646619
709,6.802156781,18.70593115,8.647863957,11.71712982,43.0941518,17.62754044
710,6.86437163,18.66445458,8.461219411,11.63417669,42.80381584,17.77270842
711,6.968063044,19.01700539,8.336789714,11.7378681,43.0941518,17.93861468
712,7.175445873,18.87183741,8.81377022,11.8622978,42.82455413,17.62754045
713,6.677727084,18.66445458,8.52343426,11.48900871,42.82455413,17.50311075
714,7.237660722,18.80962256,8.316051431,11.67565326,42.34757362,18.02156781
715,6.905848196,18.60223973,8.689340523,11.77934467,42.28535877,17.02613024
716,7.071754459,18.68519287,8.461219411,11.69639154,42.18166736,17.48237246
717,6.926586479,19.01700539,8.481957694,11.44753214,43.07341352,17.98009125
718,6.947324762,18.39485691,8.896723351,11.75860639,42.82455413,17.669017
719,7.216922439,18.93405226,8.585649108,11.7378681,42.78307756,17.95935297
720,7.216922439,18.58150145,8.502695977,11.75860639,43.40522605,18.99626711
721,7.071754459,18.99626711,8.544172543,11.61343841,42.86603069,17.85566155
722,6.968063044,18.85109913,8.585649108,11.59270012,42.45126504,17.35794277
723,7.00953961,19.01700539,8.52343426,11.7378681,42.40978847,17.15055994
724,6.968063044,18.99626711,8.585649108,11.82082124,42.28535877,16.8187474
725,7.030277893,18.72666943,8.689340523,11.77934467,42.26462049,17.12982165
726,6.947324762,19.01700539,8.564910825,11.80008295,42.43052675,16.94317711
727,7.15470759,18.93405226,8.627125674,11.61343841,42.72086271,17.85566155
728,6.988801327,18.72666943,8.710078805,11.3853173,42.3683119,17.52384902
729,6.86437163,19.05848196,8.440481128,11.90377437,42.14019079,16.46619659
730,6.86437163,18.80962256,8.647863957,11.84155952,42.4927416,16.92243882
731,,,,,,
732,,,,,,
