cycle,base,info,structural,incentives,combined,gain
205,7.196184156,20.48942348,10.03732891,14.10203235,50.20738283,19.9709664
206,7.133969307,20.36499378,9.933637495,13.52136043,49.8755703,20.32351721
207,7.216922439,20.48942348,9.912899212,14.0398175,49.95852343,19.95022812
208,7.237660722,20.38573206,9.82994608,13.81169639,49.95852343,20.40647034
209,7.113231024,20.05391954,9.912899212,14.24720033,49.50228121,19.51472418
210,6.988801327,20.77975944,10.05806719,13.64579013,50.35255081,19.8465367
211,7.486520116,20.59311489,10.01659063,13.83243467,50.6014102,21.13231024
212,7.216922439,20.17834923,9.933637495,13.89464952,50.14516798,20.57237661
213,6.947324762,20.32351721,10.2861883,14.1642472,50.16590626,19.28660307
214,7.030277893,20.53090004,10.01659063,14.12277063,50.04147657,19.43177106
215,7.071754459,20.2198258,9.933637495,13.79095811,50.16590626,20.36499377
216,7.279137287,20.53090004,9.954375778,14.41310659,50.51845707,20.17834924
217,7.279137287,20.46868519,10.22397345,14.33015346,49.95852343,19.4939859
218,7.113231024,20.26130236,10.09954376,13.35545417,50.55993364,21.0700954
219,7.29987557,20.26130236,10.16175861,13.58357528,50.51845707,21.11157196
220,7.071754459,20.13687267,9.912899212,13.95686437,50.64288677,20.77975944
221,7.071754459,20.48942348,9.746992949,14.35089175,50.93322273,20.48942347
222,7.29987557,20.44794691,10.05806719,13.83243467,51.43094152,21.69224389
223,7.092492742,20.61385317,9.975114061,14.22646205,50.70510162,20.07465782
224,7.320613853,20.6968063,10.22397345,14.49605973,50.43550394,19.65989217
225,7.341352136,20.61385317,9.975114061,14.26793861,50.66362505,20.48942348
226,7.216922439,20.42720863,9.871422646,14.33015346,51.24429697,21.04935711
227,7.29987557,20.44794691,10.20323517,14.49605973,50.7258399,20.17834923
228,7.29987557,20.46868519,10.14102032,14.2886769,51.22355869,20.92492742
229,7.362090419,20.80049772,10.05806719,14.24720033,50.8502696,20.4686852
230,7.237660722,20.71754459,10.05806719,14.7656574,51.28577354,20.2198258
231,7.465781833,20.75902115,10.07880547,14.51679801,51.16134384,20.73828288
232,7.341352136,20.40647034,10.09954376,14.55827457,50.99543758,20.61385318
233,7.175445873,20.46868519,10.14102032,14.39236831,50.80879303,20.15761096
234,7.175445873,20.75902115,9.892160929,13.74948154,50.45624222,20.40647035
235,7.29987557,20.61385317,10.05806719,13.89464952,51.11986727,21.15304853
236,7.424305268,20.61385317,9.82994608,13.83243467,50.97469929,21.54707591
237,7.320613853,20.65532974,9.975114061,14.30941518,51.61758606,21.31895479
238,7.237660722,20.48942348,9.726254666,14.47532144,51.5761095,21.36043136
239,7.320613853,20.46868519,10.03732891,14.1642472,51.01617586,20.98714227
240,7.071754459,20.26130236,10.01659063,13.95686437,51.26503526,21.17378682
241,7.362090419,20.53090004,10.14102032,14.10203235,51.63832435,21.58855248
242,7.382828702,20.59311489,10.07880547,14.0398175,51.41020324,21.46412278
243,7.258399005,20.821236,10.07880547,14.33015346,51.4516798,20.73828288
244,7.15470759,20.6968063,9.975114061,14.30941518,51.51389465,20.84197429
245,7.382828702,20.30277893,10.01659063,13.77021983,51.84570718,22.52177519
246,7.196184156,20.36499378,10.05806719,14.24720033,51.55537122,21.27747823
247,7.071754459,20.53090004,9.975114061,13.91538781,51.74201576,21.46412277
248,7.424305268,20.59311489,9.995852343,14.1642472,51.82496889,21.92036499
249,7.424305268,20.73828287,10.01659063,13.74948154,51.53463293,21.87888843
250,7.175445873,20.65532974,9.912899212,14.08129407,51.61758606,21.31895478
251,7.133969307,20.6968063,9.912899212,14.0398175,52.05309,21.6715056
252,7.341352136,20.77975944,9.975114061,14.10203235,51.55537122,21.38116964
