cycle,inc_str_info,info_inc_str,str_info_inc
429,50.7258399,53.25591041,53.35960182
430,50.70510162,53.6291995,53.54624637
431,50.14516798,53.38034011,53.40107839
432,50.18664455,53.46329324,53.69141435
433,50.16590626,53.56698465,53.50476981
434,50.10369141,53.13148071,53.60846122
435,50.18664455,52.94483617,53.40107839
436,50.31107424,53.00705102,53.64993779
437,50.26959768,53.44255496,53.35960182
438,50.26959768,53.44255496,53.33886354
439,50.1244297,53.33886354,53.54624637
440,50.29033596,53.09000415,52.96557445
441,50.20738283,53.27664869,52.92409788
442,50.33181253,53.13148071,53.21443384
443,50.22812111,53.17295728,53.06926586
444,50.39402737,53.11074243,52.98631273
445,50.26959768,53.46329324,53.23517213
446,50.55993364,53.0277893,53.40107839
447,50.49771879,53.42181667,53.13148071
448,50.18664455,53.50476981,53.69141435
449,50.26959768,53.152219,53.11074243
450,50.16590626,53.40107839,53.27664869
451,50.70510162,52.9033596,53.33886354
452,50.26959768,53.46329324,53.60846122
453,50.51845707,53.46329324,53.21443384
454,50.22812111,53.31812526,53.00705102
455,50.47698051,52.96557445,53.13148071
456,50.55993364,53.50476981,53.19369556
457,50.43550394,53.54624637,52.9033596
458,50.55993364,52.61302364,53.40107839
459,50.37328909,53.09000415,52.98631273
460,50.37328909,52.94483617,53.40107839
461,50.33181253,53.19369556,53.23517213
462,50.55993364,52.88262132,53.27664869
463,50.55993364,52.82040647,53.48403152
464,50.37328909,52.98631273,53.35960182
465,50.53919535,53.04852758,53.23517213
466,50.1244297,53.25591041,53.6291995
467,50.31107424,53.21443384,53.29738698
468,50.29033596,53.58772294,53.27664869
469,50.47698051,53.13148071,53.11074243
470,50.64288677,53.33886354,53.29738698
471,50.08295313,53.6291995,53.00705102
472,50.35255081,53.44255496,53.09000415
473,50.35255081,53.27664869,53.81584405
474,50.51845707,53.50476981,53.33886354
475,50.6014102,53.25591041,53.21443384
476,50.33181253,53.58772294,53.58772294
477,50.70510162,53.50476981,53.52550809
478,50.66362505,53.46329324,52.92409788
479,50.58067192,53.11074243,53.56698465
480,50.1244297,52.92409788,53.00705102
481,50.37328909,53.29738698,53.40107839
