sort_frequency_habit,sort_frequency_nohabit
0.020100503,0.351758794
0.015075377,0.256281407
0,0.432160804
1,0.59798995
0.010050251,0.246231156
0,0.417085427
0.010050251,0.688442211
0.010050251,0.477386935
0,0.507537688
0.904522613,0.844221106
0.824120603,0.768844221
