sort_frequency_habit,sort_frequency_nohabit
0.005025126,0.231155779
0.010050251,0.386934673
0.005025126,0.462311558
0.020100503,0.442211055
0.964824121,0.391959799
0.814070352,0.120603015
0.788944724,0.201005025
0.989949749,0.381909548
1,0.648241206
0.899497487,0.472361809
0.035175879,0.457286432
0,0.537688442
0.914572864,0.281407035
0.175879397,0.51758794
0.005025126,0.371859296
0.969849246,0.512562814
0.065326633,0.150753769
0.934673367,0.206030151
0,0.281407035
0.989949749,0.472361809
0.100502513,0.547738693
0.050251256,0.381909548
0.010050251,0.557788945
0.030150754,0.673366834
0.010050251,0.165829146
0.91959799,0.341708543
0.010050251,0.155778894
0.005025126,0.582914573
0.040201005,0.246231156
0.984924623,0.487437186
0.005025126,0.190954774
0.005025126,0.537688442
0.005025126,0.291457286
0.040201005,0.56281407
0.08040201,0.899497487
0.010050251,0.291457286
0.994974874,0.346733668
0.005025126,0.698492462
0.005025126,0.221105528
0,0.140703518
0.954773869,0.663316583
0.095477387,0.673366834
0.889447236,0.683417085
0.924623116,0.407035176
0.070351759,0.618090452
0.728643216,0.266331658
0.874371859,0.211055276
0,0.386934673
0.005025126,0.743718593
0.934673367,0.447236181
0.015075377,0.105527638
0.015075377,0.532663317
0.025125628,0.592964824
0.010050251,0.854271357
0.020100503,0.447236181
1,0.386934673
0,0.231155779
1,0.351758794
0.773869347,0.552763819
1,0.246231156
0.939698492,0.286432161
1,0.266331658
1,0.381909548
0.773869347,0.497487437
0,0.582914573
1,0.336683417
1,0.462311558
1,0.226130653
0.005025126,0.628140704
0.944723618,0.190954774
0.924623116,0.693467337
1,0.688442211
0.969849246,0.522613065
0.909547739,0.653266332
0.894472362,0.537688442
0.924623116,0.477386935
0.005025126,0.376884422
0,0.814070352
0.015075377,0.572864322
0.005025126,0.502512563
0.010050251,0.231155779
0.045226131,0.773869347
0.015075377,0.577889447
0.748743719,0.809045226
0.969849246,0.512562814
0.010050251,0.125628141
0.959798995,0.507537688
0,0.693467337
0.854271357,0.618090452
0.020100503,0.301507538
1,0.316582915
0.020100503,0.281407035
1,0.422110553
0,0.306532663
0,0.427135678
0.944723618,0.502512563
0.949748744,0.417085427
0.035175879,0.361809045
0,0.633165829
0.849246231,0.407035176
0.929648241,0.457286432
0.005025126,0.648241206
0.025125628,0.16080402
0,0.351758794
0.035175879,0.638190955
0,0.407035176
0.934673367,0.849246231
0.050251256,0.35678392
0.005025126,0.542713568
0.005025126,0.477386935
0.924623116,0.175879397
0.030150754,0.527638191
1,0.633165829
0,0.653266332
0.040201005,0.447236181
0.005025126,0.336683417
0.974874372,0.814070352
0.874371859,0.673366834
0.879396985,0.24120603
0.974874372,0.663316583
0.949748744,0.24120603
0.020100503,0.236180905
0.010050251,0.804020101
0.095477387,0.72361809
0.989949749,0.422110553
0,0.467336683
1,0.623115578
0.050251256,0.025125628
0.949748744,0.422110553
0.944723618,0.125628141
1,0.658291457
0.020100503,0.135678392
0.075376884,0.542713568
0.020100503,0.628140704
0.959798995,0.824120603
0.005025126,0.236180905
0.010050251,0.608040201
0,0.32160804
0.015075377,0.572864322
0.025125628,0.175879397
0.010050251,0.286432161
0.899497487,0.67839196
0.050251256,0.477386935
1,0.376884422
0.969849246,0.748743719
1,0.085427136
0,0.125628141
0.964824121,0.728643216
0.954773869,0.728643216
1,0.457286432
0,0.281407035
0.969849246,0.613065327
0.010050251,0.497487437
1,0.331658291
0.005025126,0.271356784
1,0.231155779
0.005025126,0.231155779
1,0.407035176
0.798994975,0.693467337
0.91959799,0.361809045
1,0.346733668
0.934673367,0.201005025
0.020100503,0.713567839
0.904522613,0.005025126
1,0.793969849
0.984924623,0.311557789
0.954773869,0.140703518
0.211055276,0.432160804
1,0.743718593
0,0.376884422
1,0.829145729
1,0.296482412
0.793969849,0.216080402
0.974874372,0.708542714
1,0.542713568
0.909547739,0.552763819
0.899497487,0.613065327
0.844221106,0.83919598
1,0.507537688
1,0.633165829
0.994974874,0.246231156
0.91959799,0.135678392
1,0.351758794
0.969849246,0.261306533
1,0.170854271
0.020100503,0.668341709
0.040201005,0.542713568
0.020100503,0.361809045
1,0.165829146
0.989949749,0.447236181
0.974874372,0.120603015
1,0.150753769
0.025125628,0.43718593
0.929648241,0.577889447
0.010050251,0.326633166
0.994974874,0.743718593
0.015075377,0.326633166
0.979899497,0.412060302
0.085427136,0.432160804
0.934673367,0.301507538
0.924623116,0.221105528
1,0.557788945
0.949748744,0.492462312
0.989949749,0.195979899
0.095477387,0.572864322
0.874371859,0.422110553
0.603015075,0.165829146
0.070351759,0.708542714
0,0.140703518
0.005025126,0.336683417
0.08040201,0.296482412
0.040201005,0.668341709
0.929648241,0.522613065
1,0.442211055
0.010050251,0.442211055
0.010050251,0.577889447
0.894472362,0.110552764
0,0.477386935
1,0.703517588
0.979899497,0.798994975
0.989949749,0.557788945
1,0.572864322
0.020100503,0.291457286
0,0.432160804
0.015075377,0.35678392
1,0.281407035
0.989949749,0.608040201
0.969849246,0.175879397
0,0.592964824
1,0.492462312
0.949748744,0.638190955
0.035175879,0.296482412
0.442211055,0.492462312
0.934673367,0.542713568
0.824120603,0.206030151
0.010050251,0.582914573
0.773869347,0.577889447
0,0.35678392
0.914572864,0.623115578
0,0.27638191
1,0.728643216
0.899497487,0.40201005
0.834170854,0.291457286
0.944723618,0.381909548
0.010050251,0.216080402
0.859296482,0.266331658
0.020100503,0.648241206
0.005025126,0.487437186
0.954773869,0.713567839
0.713567839,0.472361809
0.834170854,0.341708543
0,0.206030151
0.849246231,0.105527638
0.763819095,0.412060302
1,0.301507538
0.874371859,0.623115578
0.035175879,0.492462312
0.964824121,0.552763819
0.050251256,0.502512563
0.984924623,0.547738693
0.964824121,0.75879397
0.010050251,0.366834171
1,0.462311558
0.301507538,0.51758794
0.015075377,0.56281407
0.969849246,0.296482412
0.994974874,0.40201005
0.045226131,0.361809045
0.055276382,0.648241206
1,0.537688442
0.989949749,0.577889447
0.944723618,0.386934673
1,0.537688442
0.954773869,0.371859296
1,0.959798995
0,0.542713568
0.944723618,0.603015075
0.010050251,0.236180905
0.030150754,0.341708543
0.964824121,0.582914573
0.904522613,0.251256281
0.025125628,0.653266332
0.929648241,0.120603015
0,0.949748744
0.010050251,0.457286432
0.994974874,0.939698492
0.010050251,0.743718593
0.934673367,0.316582915
0,0.592964824
0.889447236,0.261306533
0,0.673366834
0.738693467,0.728643216
0.025125628,0.412060302
0.969849246,0.306532663
0.030150754,0.251256281
0.010050251,0.361809045
0,0.085427136
0.623115578,0.422110553
0,0.422110553
0.010050251,0.587939698
0.005025126,0.623115578
0.020100503,0.35678392
0.804020101,0.572864322
0.015075377,0.371859296
0.91959799,0.306532663
0,0.572864322
0,0.658291457
0.025125628,0.618090452
1,0.386934673
0.005025126,0.311557789
0.010050251,0.105527638
0.944723618,0.698492462
0.010050251,0.658291457
0,0.231155779
0.025125628,0.452261307
0.035175879,0.281407035
0.939698492,0.396984925
0.020100503,0.135678392
0.090452261,0.718592965
0.010050251,0.281407035
0.010050251,0.582914573
0.025125628,0
1,0.427135678
0,0.251256281
0.005025126,0.542713568
0.969849246,0.472361809
0.045226131,0.542713568
0.010050251,0.733668342
0.020100503,0.512562814
0.969849246,0.618090452
1,0.648241206
0.914572864,0.557788945
0.969849246,0.221105528
1,0.256281407
0.030150754,0.316582915
0.125628141,0.286432161
0,0.718592965
0.994974874,0.32160804
0.904522613,0.703517588
0.768844221,0.35678392
0.015075377,0.376884422
0.020100503,0.070351759
0.944723618,0.361809045
0.190954774,0.180904523
0.974874372,0.366834171
0.035175879,0.256281407
0.015075377,0.743718593
1,0.336683417
0.110552764,0.291457286
0.045226131,0.512562814
0.693467337,0.452261307
0.733668342,0.547738693
0.005025126,0.185929648
0.974874372,0.613065327
0.045226131,0.663316583
0.91959799,0.537688442
0.974874372,0.51758794
0.005025126,0.40201005
0.949748744,0.532663317
0.879396985,0.130653266
0.005025126,0.753768844
0.974874372,0.361809045
0.035175879,0.653266332
0.628140704,0.35678392
0.969849246,0.472361809
0,0.587939698
0.864321608,0.447236181
0,0.673366834
1,0.291457286
0.005025126,0.150753769
0.969849246,0.311557789
0.005025126,0.386934673
0.025125628,0.291457286
0.035175879,0.296482412
1,0.849246231
0.035175879,0.798994975
0,0.743718593
0.959798995,0.301507538
0,0.829145729
1,0.251256281
0.015075377,0.64321608
0.050251256,0.326633166
0.603015075,0.844221106
0.015075377,0.462311558
0.070351759,0.577889447
0,0.266331658
0.582914573,0.27638191
0,0.306532663
0.728643216,0.502512563
0.005025126,0.467336683
0.005025126,0.592964824
0.020100503,0.552763819
0.959798995,0.236180905
0.005025126,0.577889447
0,0.587939698
0.025125628,0.331658291
0.025125628,0.195979899
0.969849246,0.527638191
0,0.40201005
0.964824121,0.688442211
0.005025126,0.768844221
0,0.753768844
0.010050251,0.170854271
0.025125628,0.291457286
0.949748744,0.688442211
0.020100503,0.462311558
0.010050251,0.748743719
0.974874372,0.311557789
0.909547739,0.567839196
0.959798995,0.778894472
0.030150754,0.567839196
0.005025126,0.472361809
0,0.613065327
0.140703518,0.457286432
0,0.522613065
0,0.693467337
1,0.849246231
0.864321608,0.407035176
0.984924623,0.301507538
0.025125628,0.331658291
0.035175879,0.095477387
0.010050251,0.462311558
0.045226131,0.301507538
0.989949749,0.27638191
1,0.246231156
0.035175879,0.427135678
0,0.331658291
0.065326633,0.59798995
0.733668342,0.35678392
0.020100503,0.477386935
0.849246231,0.256281407
0.025125628,0.180904523
0.778894472,0.547738693
0.909547739,0.08040201
0.663316583,0.718592965
0.025125628,0.346733668
0.015075377,0.351758794
0.979899497,0.793969849
0.025125628,0.236180905
1,0.603015075
0.005025126,0.819095477
0.040201005,0.748743719
0.010050251,0.899497487
0.065326633,0.658291457
0.949748744,0.552763819
0.050251256,0.788944724
0.020100503,0.261306533
0.899497487,0.381909548
0.974874372,0.407035176
0.979899497,0.532663317
0.005025126,0.351758794
0.060301508,0.849246231
0.050251256,0.251256281
0.889447236,0.261306533
0.984924623,0.442211055
1,0.788944724
0.969849246,0.391959799
0.984924623,0.618090452
0.050251256,0.271356784
0.010050251,0.48241206
0.005025126,0.16080402
0.974874372,0.412060302
0.015075377,0.331658291
0.979899497,0.542713568
0.733668342,0.211055276
0,0.693467337
0.869346734,0.577889447
0.994974874,0.497487437
0.025125628,0.592964824
1,0.587939698
0,0.708542714
0.045226131,0.296482412
0,0.572864322
0.718592965,1
0.010050251,0.547738693
0.075376884,0.24120603
0.83919598,0.587939698
0.130653266,0.532663317
0.025125628,0.115577889
0,0.296482412
0.030150754,0.346733668
0.005025126,0.48241206
0.010050251,0.618090452
0.035175879,0.396984925
0.929648241,0.522613065
0,0.341708543
1,0.688442211
0.608040201,0.829145729
0,0.16080402
0.025125628,0.502512563
0.015075377,0.120603015
0.954773869,0.165829146
0.010050251,0.502512563
0.010050251,0.236180905
0.954773869,0.844221106
0.83919598,0.341708543
0.939698492,0.532663317
0.005025126,0.487437186
0,0.618090452
0.055276382,0.829145729
0.015075377,0.286432161
0.904522613,0.477386935
0,0.683417085
0.005025126,0.567839196
0.015075377,0.552763819
0.959798995,0.567839196
0.894472362,0.804020101
0.040201005,0.427135678
0.969849246,0.497487437
0.959798995,0.567839196
0.834170854,0.783919598
0.005025126,0.51758794
0.005025126,0.457286432
0,0.552763819
0.010050251,0.417085427
0.557788945,0.301507538
0.055276382,0.613065327
0.984924623,0.773869347
0.010050251,0.361809045
1,0.708542714
0.964824121,0.190954774
0.798994975,0.190954774
0.949748744,0.286432161
0.904522613,0.447236181
0.994974874,0.532663317
0.989949749,0.603015075
0.984924623,0.105527638
0.809045226,0.587939698
0.005025126,0.256281407
0.060301508,0.688442211
0.989949749,0.442211055
0,0.351758794
0.979899497,0.457286432
0.010050251,0.271356784
0.025125628,0.457286432
0.929648241,0.582914573
0.025125628,0.165829146
0.010050251,0.698492462
0.939698492,0.110552764
0.020100503,0.371859296
0.819095477,0.557788945
0.804020101,0.628140704
0.105527638,0.115577889
0.859296482,0.100502513
0.989949749,0.507537688
0.83919598,0.422110553
0.035175879,0.376884422
1,0.487437186
1,0.748743719
1,0.51758794
0.070351759,0.175879397
0.035175879,0.256281407
1,0.346733668
0.969849246,0.628140704
0.070351759,0.16080402
0.91959799,0.542713568
0.884422111,0.718592965
0.964824121,0.457286432
0,0.341708543
0.035175879,0.316582915
0.934673367,0.015075377
0,0.804020101
0.010050251,0.51758794
0.055276382,0.648241206
0.894472362,0.497487437
1,0.291457286
0.864321608,0.125628141
0.015075377,0.216080402
1,0.577889447
0.005025126,0.748743719
0.005025126,0.301507538
0.969849246,0.351758794
0.814070352,0.48241206
0.894472362,0.075376884
0.035175879,0.115577889
0.949748744,0.391959799
0.040201005,0.59798995
0.030150754,0.311557789
0.949748744,0.668341709
0.979899497,0.195979899
0.030150754,0.633165829
0.793969849,0.412060302
0.020100503,0.532663317
0.788944724,0.613065327
0.979899497,0.155778894
0.989949749,0.48241206
0.090452261,0.587939698
0,0.346733668
0.783919598,0.51758794
0.984924623,0.59798995
0.75879397,0.75879397
0,0.35678392
0.005025126,0.170854271
0.010050251,0.396984925
0.698492462,0.32160804
0.060301508,0.768844221
0.005025126,0.804020101
0.025125628,0.32160804
0.005025126,0.648241206
0.939698492,0.216080402
0.020100503,0.572864322
0.964824121,0.165829146
0,0.311557789
1,0.577889447
0.075376884,0.48241206
0.798994975,0.407035176
0.010050251,0.447236181
0.974874372,0.346733668
1,0.628140704
0.025125628,0.095477387
0.783919598,0.462311558
0,0.638190955
1,0.32160804
0.010050251,0.396984925
0.030150754,0.462311558
0.783919598,0.185929648
1,0.346733668
0.934673367,0.386934673
0.140703518,0.572864322
0.296482412,0.391959799
0.020100503,0.110552764
0.914572864,0.64321608
0.809045226,0.48241206
0,0.366834171
0,0.512562814
0.015075377,0.572864322
0.095477387,0.613065327
0.005025126,0.32160804
0.050251256,0.703517588
0.020100503,0.658291457
0.005025126,0.462311558
0.005025126,0.326633166
0,0.341708543
0.025125628,0.180904523
0.994974874,0.391959799
0.889447236,0.40201005
0.909547739,0.442211055
0.889447236,0.798994975
0.743718593,0.693467337
0.020100503,0.56281407
0.025125628,0.522613065
0.020100503,0.512562814
0,0.567839196
0.100502513,0.180904523
0.994974874,0.432160804
0.989949749,0.743718593
0,0.75879397
0,0.698492462
0.909547739,0.185929648
0.040201005,0.472361809
0.005025126,0.376884422
0.010050251,0.733668342
0.979899497,0.266331658
0,0.095477387
0,0.085427136
0.251256281,0.346733668
0,0.733668342
0.030150754,0.27638191
0,0.251256281
0.899497487,0.502512563
0,0.040201005
0,0.427135678
0.914572864,0.618090452
0.010050251,0.778894472
0.045226131,0.718592965
0.105527638,0.427135678
0.91959799,0.537688442
0.025125628,0.507537688
0.015075377,0.974874372
0.015075377,0.130653266
0.035175879,0.150753769
0.015075377,0.261306533
0.015075377,0.386934673
0,0.090452261
0.045226131,0.432160804
0,0.527638191
0.005025126,0.396984925
0.894472362,0.577889447
0.025125628,0.351758794
0,0.452261307
0.030150754,0.557788945
0.015075377,0.24120603
0.251256281,0.532663317
0.010050251,0.577889447
0.005025126,0.557788945
0,0.502512563
1,0.361809045
0.010050251,0.59798995
0.010050251,0.361809045
0.954773869,0.271356784
0.025125628,0.266331658
0,0.115577889
0.035175879,0.261306533
0.045226131,0.557788945
0.010050251,0.211055276
0.065326633,0.306532663
1,0.512562814
0.015075377,0.341708543
0,0.371859296
0.83919598,0.447236181
0.969849246,0.150753769
0.045226131,0.170854271
0.864321608,0.457286432
0.010050251,0.587939698
0,0.341708543
0.949748744,0.512562814
0,0.577889447
0,0.085427136
0,0.56281407
0,0.135678392
0.005025126,0.366834171
0,0.376884422
0.025125628,0.452261307
0.100502513,0.668341709
0.045226131,0.623115578
0.010050251,0.216080402
0.005025126,0.346733668
0.889447236,0.331658291
0.035175879,0.618090452
0.979899497,0.618090452
0.969849246,0.180904523
0.010050251,0.351758794
0,0.59798995
1,0.286432161
0.824120603,0.889447236
0,0.879396985
0.984924623,0.346733668
1,0.603015075
0,0.703517588
0,0.201005025
0,0.391959799
0.020100503,0.969849246
0.015075377,0.306532663
0.964824121,0.351758794
0.944723618,0.507537688
1,0.271356784
0.984924623,0.256281407
0.035175879,0.40201005
0,0.72361809
0,0.768844221
0.015075377,0.170854271
0.030150754,0.663316583
0,0.40201005
0.879396985,0.472361809
0.929648241,0.316582915
0.020100503,0.809045226
0.045226131,0.366834171
0.035175879,0.40201005
0.949748744,0.155778894
0.050251256,0.32160804
0.854271357,0.316582915
0.005025126,0.24120603
0.984924623,0.889447236
0.005025126,0.537688442
0,0.271356784
0.010050251,0.733668342
0,0.487437186
0.005025126,0.467336683
0.005025126,0.497487437
0.08040201,0.100502513
0.989949749,0.56281407
0.010050251,0.67839196
0,0.381909548
0,0.572864322
0.040201005,0.64321608
0,0.155778894
0.994974874,0.145728643
0.984924623,0.572864322
0.91959799,0.577889447
0.964824121,0.592964824
0.964824121,0.572864322
0.859296482,0.336683417
0.994974874,0.824120603
0.025125628,0.527638191
0.005025126,0.542713568
0.718592965,0.623115578
0.949748744,0.125628141
0,0.658291457
0.020100503,0.386934673
0,0.487437186
0,0.457286432
0.83919598,0.366834171
0.964824121,0.311557789
0.005025126,0.120603015
0,0.417085427
0,0.512562814
0.854271357,0.633165829
1,0.452261307
0.964824121,0.91959799
0.979899497,0.27638191
1,0.608040201
1,0.286432161
0.020100503,0.748743719
0.974874372,0.371859296
0.859296482,0.809045226
1,0.35678392
0.005025126,0.522613065
1,0.487437186
0.025125628,0.125628141
1,0.67839196
0.005025126,0.72361809
0.819095477,0.341708543
0.025125628,0.311557789
0.994974874,0.442211055
0.899497487,0.748743719
0,0.432160804
0.015075377,0.623115578
0.944723618,0.557788945
0.201005025,0.301507538
1,0.673366834
0.065326633,0.773869347
0,0.83919598
1,0.170854271
0.788944724,0.59798995
1,0.929648241
0.030150754,0.51758794
0.040201005,0.859296482
0.512562814,0.432160804
0.879396985,0.185929648
0.959798995,0.603015075
0.085427136,0.467336683
0.045226131,0.120603015
0.040201005,0.557788945
0.899497487,0.231155779
0.934673367,0.432160804
0.065326633,0.261306533
1,0.08040201
1,0.507537688
0.010050251,0.572864322
0.894472362,0.733668342
0.974874372,0.381909548
0.984924623,0.668341709
0.065326633,0.633165829
0.91959799,0.35678392
0.924623116,0.467336683
0.24120603,0.266331658
0.934673367,0.221105528
0.030150754,0.492462312
0.020100503,0.648241206
0,0.316582915
0.733668342,0.125628141
0.010050251,0.030150754
0.010050251,0.427135678
1,0.371859296
0.984924623,0.56281407
0.984924623,0.728643216
1,0.547738693
1,0.301507538
0.030150754,0.452261307
1,0.527638191
0.035175879,0.301507538
0.005025126,0.351758794
0.005025126,0.221105528
0,0.728643216
0.070351759,0.261306533
0.979899497,0.72361809
0.015075377,0.396984925
0.75879397,0.618090452
0.025125628,0.432160804
0.939698492,0.246231156
0.020100503,0.507537688
0.949748744,0.301507538
0.065326633,0.713567839
0.909547739,0.658291457
0,0.391959799
0.035175879,0.221105528
0.984924623,0.502512563
0.055276382,0.793969849
0.91959799,0.457286432
0.075376884,0.587939698
0.959798995,0.56281407
0.125628141,0.462311558
1,0.693467337
0.969849246,0.391959799
0.939698492,0.56281407
0.964824121,0.638190955
0.010050251,0.376884422
0.015075377,0.718592965
0.889447236,0.286432161
0.909547739,0.40201005
0.994974874,0.130653266
0.929648241,0.567839196
0.929648241,0.577889447
0.698492462,0.125628141
0.010050251,0.211055276
0.020100503,0.663316583
0,0.311557789
1,0.512562814
0.005025126,0.613065327
0.783919598,0.185929648
0.879396985,0.201005025
1,0.40201005
0.929648241,0.165829146
0.005025126,0.507537688
0.592964824,0.231155779
0.994974874,0.452261307
0.909547739,0.095477387
0.005025126,0.738693467
0.020100503,0.824120603
0.969849246,0.899497487
0.964824121,0.633165829
0.959798995,0.341708543
1,0.361809045
0.010050251,0.100502513
0.005025126,0.658291457
0,0.055276382
0.010050251,0.819095477
0.040201005,0.854271357
1,0.185929648
0.005025126,0.291457286
1,0.48241206
0.929648241,0.572864322
0.040201005,0.648241206
0,0.27638191
0.964824121,0.40201005
0.015075377,0.658291457
0,0.351758794
0.010050251,0.648241206
0,0.261306533
0.949748744,0.351758794
0.035175879,0.688442211
0.015075377,0.527638191
0.030150754,0.522613065
0.954773869,0.195979899
0.010050251,0.718592965
0.884422111,0.693467337
0.959798995,0.185929648
0.005025126,0.582914573
0.030150754,0.613065327
0,0.206030151
0.934673367,0.547738693
0.884422111,0.663316583
0.969849246,0.261306533
0.989949749,0.256281407
0.055276382,0.668341709
0.40201005,0.542713568
1,0.929648241
0.939698492,0.874371859
0.010050251,0.40201005
0.899497487,0.552763819
0.864321608,0.668341709
0,0.824120603
0.959798995,0.216080402
0.864321608,0.72361809
0.989949749,0.577889447
0.010050251,0.587939698
0.994974874,0.592964824
0.025125628,0.286432161
0,0.497487437
0.040201005,0.301507538
0.989949749,0.75879397
0.005025126,0.412060302
0.989949749,0.175879397
0.005025126,0.497487437
0.959798995,0.587939698
0,0.336683417
0,0.804020101
0.010050251,0.743718593
0,0.35678392
0,0.48241206
0.939698492,0.688442211
1,0.417085427
0.964824121,0.72361809
0.020100503,0.256281407
0.005025126,0.371859296
0.949748744,0.653266332
0.010050251,0.311557789
0.899497487,0.206030151
0.889447236,0.608040201
1,0.396984925
0.010050251,0.341708543
0.949748744,0.125628141
0.040201005,0.236180905
0.005025126,0.140703518
0,0.718592965
0.879396985,0.231155779
0.010050251,0.371859296
0.035175879,0.507537688
0.698492462,0.361809045
0.954773869,0.537688442
0.005025126,0.603015075
0.683417085,0.552763819
0.035175879,0.030150754
0.959798995,0.306532663
0.964824121,0.286432161
0,0.834170854
0.984924623,0.447236181
0.035175879,0.371859296
0.331658291,0.281407035
0.040201005,0.366834171
0.889447236,0.180904523
0.889447236,0.532663317
0.949748744,0.381909548
1,0.216080402
0.005025126,0.552763819
0.623115578,0.326633166
0,0.844221106
0.035175879,0.301507538
0.015075377,0.246231156
0.904522613,0.251256281
0.889447236,0.226130653
0.929648241,0.477386935
0,0.407035176
0.964824121,0.658291457
0,0.798994975
0,0.020100503
0,0.582914573
0.015075377,0.572864322
0,0.341708543
1,0.537688442
0.015075377,0.221105528
0.010050251,0.115577889
0,0.618090452
0.005025126,0.311557789
0.020100503,0.281407035
0.206030151,0.663316583
0.025125628,0.381909548
0.010050251,0.72361809
0.030150754,0.145728643
0.005025126,0.291457286
0.884422111,0.567839196
0.035175879,0.195979899
0.055276382,0.180904523
0.045226131,0.557788945
0.050251256,0.582914573
0.793969849,0.618090452
0.025125628,0.512562814
0.150753769,0.246231156
0.015075377,0.331658291
0.015075377,0.778894472
0.934673367,0.407035176
0.020100503,0.251256281
0.025125628,0.32160804
0.879396985,0.27638191
0.030150754,0.582914573
0.793969849,0.587939698
0.984924623,0.477386935
1,0.552763819
0.889447236,0.055276382
0.010050251,0.587939698
0.030150754,0.201005025
0.979899497,0.361809045
0.718592965,0.221105528
0.030150754,0.467336683
0.969849246,0.386934673
0.849246231,0.271356784
0.040201005,0.175879397
0.944723618,0.638190955
0.984924623,0.296482412
0,0.306532663
0,0.788944724
0.984924623,0.417085427
0.005025126,0.567839196
0.974874372,0.778894472
0.954773869,0.105527638
0.959798995,0.804020101
0.020100503,0.472361809
0.979899497,0.281407035
0.005025126,0.613065327
0,0.608040201
0.83919598,0.386934673
0.974874372,0.628140704
0.914572864,0.35678392
0.005025126,0.819095477
0.974874372,0.110552764
0.020100503,0.351758794
0.005025126,0.341708543
0,0.175879397
0.994974874,0.386934673
0.989949749,0.557788945
0.005025126,0.56281407
0.844221106,0.618090452
0.964824121,0.75879397
0.984924623,0.190954774
0.010050251,0.618090452
0.030150754,0.628140704
0.984924623,0.266331658
0.849246231,0.653266332
0.994974874,0.281407035
0.56281407,0.236180905
0.015075377,0.572864322
0,0.231155779
1,0.502512563
0.015075377,0.361809045
0.020100503,0.653266332
0,0.180904523
0.979899497,0.412060302
0.939698492,0.391959799
0.894472362,0.442211055
0.005025126,0.502512563
0,0.708542714
0.829145729,0.221105528
0.045226131,0.24120603
0.025125628,0.140703518
1,0.542713568
0.72361809,0.281407035
0.733668342,0.733668342
1,0.487437186
0.964824121,0.512562814
0.025125628,0.216080402
0.994974874,0.231155779
0,0.502512563
0.376884422,0.492462312
0.025125628,0.261306533
0.025125628,0.432160804
0.929648241,0.698492462
0.683417085,0.135678392
1,0.507537688
0.979899497,0.708542714
0.075376884,0.487437186
0,0.502512563
0,0.748743719
0.984924623,0.522613065
0.005025126,0.703517588
0.040201005,0.407035176
1,0.814070352
1,0.542713568
0.020100503,0.502512563
0,0.432160804
0.010050251,0.527638191
0.025125628,0.075376884
0.085427136,0.648241206
0.025125628,0.467336683
0.030150754,0.748743719
0.849246231,0.527638191
0.959798995,0.648241206
0.954773869,0.618090452
0.025125628,0.251256281
0.949748744,0.386934673
0.005025126,0.32160804
1,0.582914573
0.010050251,0.829145729
0.994974874,0.226130653
0,0.497487437
0.894472362,0.64321608
0.010050251,0.527638191
0.110552764,0.417085427
0.934673367,0.43718593
0.929648241,0.728643216
0.994974874,0.48241206
0.010050251,0.572864322
0.959798995,0.351758794
0.005025126,0.633165829
0.130653266,0.180904523
0.974874372,0.286432161
0.884422111,0.663316583
0.814070352,0.613065327
0.005025126,0.366834171
0.005025126,0.693467337
0.055276382,0.532663317
0.035175879,0.442211055
0.025125628,0.376884422
1,0.522613065
1,0.768844221
0.005025126,0.371859296
0.005025126,0.889447236
0.939698492,0.381909548
0.889447236,0.51758794
0,0.216080402
0.025125628,0.251256281
0.030150754,0.155778894
0.010050251,0.849246231
0.959798995,0.266331658
0.984924623,0.386934673
0.969849246,0.814070352
0.010050251,0.331658291
0.035175879,0.175879397
0,0.718592965
0.015075377,0.577889447
0.974874372,0.376884422
0.020100503,0.432160804
0.778894472,0.623115578
0.050251256,0.457286432
1,0.613065327
0.929648241,0.51758794
0.010050251,0.48241206
0.010050251,0.251256281
0.020100503,0.412060302
0,0.502512563
0.030150754,0.32160804
0.035175879,0.412060302
0.954773869,0.427135678
0.989949749,0.603015075
0.91959799,0.472361809
0.005025126,0.48241206
0.994974874,0.386934673
1,0.472361809
0.939698492,0.206030151
0.949748744,0.311557789
0.050251256,0.43718593
0.984924623,0.432160804
0.804020101,0.51758794
0.889447236,0.165829146
0.015075377,0.145728643
0.989949749,0.231155779
0,0.557788945
0,0.095477387
0.944723618,0.386934673
0.020100503,0.884422111
0.974874372,0.336683417
0.964824121,0.216080402
0.005025126,0.728643216
0.859296482,0.457286432
0.899497487,0.115577889
0.904522613,0.547738693
0.994974874,0.120603015
0.909547739,0.618090452
0.974874372,0.381909548
0.994974874,0.195979899
0.944723618,0.572864322
0.010050251,0.72361809
0.015075377,0.703517588
0.974874372,0.27638191
0.964824121,0.256281407
1,0.185929648
0.025125628,0.180904523
0.075376884,0.572864322
0.959798995,0.407035176
0,0.592964824
0.979899497,0.547738693
0.035175879,0.010050251
0.974874372,0.753768844
0.949748744,0.844221106
0,0.638190955
0.010050251,0.432160804
0.984924623,0.216080402
0,0.743718593
0.964824121,0.462311558
0,0.396984925
0,0.371859296
0.91959799,0.150753769
0.964824121,0.703517588
0.020100503,0.221105528
0.884422111,0.281407035
0.005025126,0.487437186
0.974874372,0.371859296
0.552763819,0.728643216
0.005025126,0.552763819
1,0.633165829
0.994974874,0.442211055
0.010050251,0.371859296
0.025125628,0.165829146
0,0.145728643
0.030150754,0.236180905
0.005025126,0.366834171
0,0.236180905
0.010050251,0.653266332
0.005025126,0.201005025
0.020100503,0.447236181
0.989949749,0.361809045
0,0.391959799
0.010050251,0.412060302
0.010050251,0.331658291
0.010050251,0
0.010050251,0.412060302
0.005025126,0.32160804
0.025125628,0.155778894
